requested_amount,term_months,annual_revenue,existing_debt,defaulted
627758.5,36,1447381.64,724656.17,0
280904.01,36,214386.22,57890.79,0
492955.98,24,151657.37,99218.89,0
91449.6,24,209782.17,99869.08,0
464988.22,12,1054131.73,7268.22,1
313398.83,48,1416300.51,77871.83,0
824157.4,24,3814325.12,2296649.58,1
66408.94,24,159146.29,56850.59,1
424421.2,48,1261289.09,1884899.82,1
463847.11,36,2050707.54,239239.12,0
727756.02,36,3055502.6,384549.9,1
578544.7,24,2515921.02,1605665.73,0
670540.21,36,2222434.23,1473948.84,0
779278.79,36,3655146.12,1637512.89,0
863580.94,60,2280570.8,538447.89,0
320736.74,36,656981.89,490214.04,1
542642.48,12,2160022.67,1078218.33,1
841707.0,6,2851484.86,1817290.35,1
989556.62,24,4444148.45,11671.83,0
890624.12,24,246567.35,88827.29,0
377752.59,12,1682103.35,1172021.1,1
203214.85,6,513428.68,138926.93,1
494498.61,6,1875136.18,1089905.92,0
744225.04,12,1220864.53,642345.49,1
497643.38,48,1808204.41,220193.54,0
488349.05,48,1958499.89,1214119.25,0
839848.12,6,2343701.79,210983.39,0
367789.74,48,828975.08,482738.12,0
861196.73,48,2912315.33,2308809.82,0
412736.75,48,1822714.75,1396901.51,0
334950.77,6,881729.68,564477.52,0
459450.01,48,1095164.59,468307.64,1
764822.49,24,1893909.73,1022445.46,0
134742.01,60,649720.92,378453.8,0
204455.02,6,563778.42,3789.28,1
951930.38,12,1439904.02,117918.03,1
183736.71,48,778287.43,371746.89,0
572050.04,36,2258145.67,11804.75,0
583521.32,6,1137860.11,827365.99,1
494728.22,12,2447502.07,958760.4,0
648297.8,60,2352165.75,2804491.73,1
237528.46,24,772615.52,243417.88,0
557135.65,12,1581021.41,1076076.58,1
378451.52,48,1758041.53,1304034.86,0
665050.59,36,1565444.09,145567.49,1
149811.31,48,374556.91,233112.42,0
575168.64,12,1109176.96,513084.96,0
193417.65,6,804021.09,376605.25,1
285856.63,36,1024630.93,638920.6,1
226522.7,36,822669.65,146662.05,0
191009.4,12,432568.77,183770.77,0
827453.84,60,3127022.0,798898.12,0
292850.49,60,59771.05,4519.28,0
927852.54,48,2554016.05,214699.67,0
970227.26,12,4176551.84,455984.14,1
575547.87,36,1565931.69,770312.93,0
151571.11,12,629548.27,53300.17,1
380802.76,36,616159.95,281020.12,0
799754.94,48,2742420.55,1290686.35,0
373716.82,6,1828724.57,1322382.21,1
96147.05,6,474423.78,237734.36,0
561217.06,12,1395260.83,1100121.69,0
846669.64,36,2578021.69,63919.63,0
797967.12,6,1372840.73,773344.4,0
183371.91,36,835569.79,17700.76,0
676036.97,48,2359370.74,1376697.69,0
228299.22,12,650162.48,200692.26,0
226025.46,36,428249.75,209433.92,0
875331.06,12,4213568.43,1043407.88,1
257172.26,36,863010.1,109847.4,0
270614.87,60,136926.71,79254.55,1
10646.86,60,29020.71,21002.18,0
871962.34,36,2134075.63,2551349.64,1
794668.87,48,2865841.63,2110871.19,1
631055.65,12,3000589.17,336503.13,0
752763.11,24,3386250.89,4224243.49,1
160528.08,36,499456.32,664944.93,1
463740.36,36,2037094.43,240166.72,0
357707.19,60,1066278.34,371141.67,0
102838.76,6,67081.4,18109.7,1
491269.18,60,2427829.15,754526.08,0
921532.25,12,2362446.05,1423401.6,0
49658.53,60,130752.64,147342.04,1
298546.3,24,1481961.45,1148445.39,1
215465.53,48,424196.95,353220.79,1
245765.19,24,1022842.52,444536.25,0
909350.21,48,4342460.66,1560250.09,0
473388.36,24,1558054.82,1145302.55,0
471636.42,60,711617.37,6045.46,0
762969.89,24,2146010.22,1698215.83,0
162947.28,60,308050.44,118225.89,0
492392.7,60,1455836.23,728546.63,0
435685.36,12,1858238.87,535250.92,0
600941.58,60,1824152.41,1244110.86,0
999562.13,6,3010419.18,1353455.43,0
771754.41,24,2661598.18,1411309.11,1
403887.05,36,1428111.11,741366.42,1
829277.52,36,3729291.76,1085916.48,0
179001.28,36,118676.24,7214.66,1
40159.05,6,175729.96,113550.55,1
212403.89,60,739328.69,171356.23,0
347007.44,24,885512.12,601390.41,0
515474.95,48,1305667.71,635748.42,0
618977.85,48,1710843.21,484105.61,1
911499.66,12,3353795.87,1594386.91,1
514755.47,6,1187973.81,613462.73,1
506262.89,24,2390151.89,1351264.55,0
59740.58,60,209820.51,138034.73,0
44562.44,36,210337.18,26881.92,0
555648.36,6,923718.31,697698.76,0
443796.83,6,1197869.69,1137302.39,1
840788.59,24,1328300.36,914349.15,0
169072.79,60,414715.49,73149.04,0
34721.95,12,156839.83,3642.32,1
454548.38,60,740065.67,339449.8,0
245103.77,12,741810.2,192672.61,1
59118.23,12,113003.59,88998.19,0
727352.3,36,2152193.49,179843.24,0
120477.07,36,534433.94,20224.21,0
612236.31,24,2253487.95,81157.69,0
288239.25,60,1175626.21,203969.92,0
181761.09,12,494729.04,438596.72,1
385954.01,24,1854660.29,750118.65,0
803431.32,12,3199598.81,896081.7,0
398172.64,6,1185079.58,84181.52,0
753261.95,48,2254231.9,421518.09,0
134231.43,48,632954.16,93245.32,0
775043.71,12,2726151.48,1626240.6,0
244563.99,24,971488.2,864870.75,1
680619.2,36,2014376.43,1252158.97,1
570123.74,60,1301549.55,1200518.17,1
929853.27,12,3749593.81,3342914.36,0
393449.29,12,1427191.35,568370.1,0
75503.54,60,245741.38,81573.56,0
28963.93,36,106705.24,78173.84,1
828589.98,12,1846926.69,903110.59,1
529488.28,6,2265566.76,533583.87,0
777491.61,36,3746397.61,1691765.35,0
242081.34,6,1118140.06,887489.61,1
351632.91,48,923045.22,627279.42,0
39802.83,60,116264.87,26162.36,0
961877.4,36,4164359.76,3174756.05,0
671189.23,36,2404810.58,1888184.38,0
933873.04,24,3191698.41,590252.17,0
272841.44,24,1294154.31,1148055.3,1
615348.98,60,2077471.92,1467863.08,1
681714.97,36,2251217.38,71595.15,0
324374.2,48,534265.41,286233.42,0
849628.14,12,1480867.31,361664.18,0
947689.85,60,1446147.3,780471.38,0
886006.57,60,4161001.2,3041055.06,1
741676.31,24,2172631.95,866930.98,1
284690.03,48,893916.68,296360.43,0
288799.88,60,1287716.59,949336.88,0
963726.72,48,3500604.4,2727992.77,0
20181.65,60,73325.09,3650.79,0
718889.47,24,1824448.38,1346950.93,0
709183.7,12,3133655.34,3945256.63,1
626462.65,24,1303295.98,351667.01,0
990207.76,60,1669513.63,1018502.31,0
318760.64,48,691905.59,430108.99,1
346572.15,6,844624.15,490437.36,0
88150.01,24,219325.04,6862.68,0
448370.16,48,1724789.25,1548396.56,1
268438.04,24,607310.48,454859.27,0
349952.84,60,126106.05,8218.22,1
836226.07,48,1521063.95,95578.69,0
936129.67,12,1886496.57,1261154.56,0
193875.74,48,636082.08,326318.12,0
378783.84,36,1790373.07,2681383.03,1
929344.26,6,4189936.11,555453.08,0
71190.38,60,348166.31,508351.33,1
101436.92,48,34798.82,27519.96,1
171163.08,60,661605.56,26449.26,0
599260.71,24,2209822.11,979593.6,1
158967.55,24,584979.32,803954.17,1
968395.62,48,1951240.87,1299349.77,0
452247.38,36,113793.12,31504.59,1
506502.78,48,1444159.86,825631.15,1
254192.03,12,775001.06,988246.96,1
476250.65,36,1587153.87,687584.74,0
665294.5,60,1296916.18,890202.68,1
753665.37,48,2078765.15,2831791.1,1
756329.4,60,172738.37,116853.99,0
582112.2,6,2869137.0,834177.09,0
905316.18,36,1733542.97,242394.99,1
819233.77,48,1970123.34,717877.29,0
759477.63,6,3508426.08,1398755.54,0
65049.47,48,207474.32,289313.45,1
16809.18,12,3438.22,2223.37,0
220322.8,24,626775.82,283141.69,0
666888.36,60,1270781.1,903214.35,0
417085.51,48,249310.67,102553.54,1
408382.2,36,686941.52,123492.9,0
885741.02,48,2687157.77,278380.6,0
896607.22,48,3876236.03,2692783.4,0
910083.51,48,3231608.37,145222.79,0
320739.3,48,1161784.64,109309.63,0
694145.25,36,1528538.46,77843.6,0
278916.85,36,754087.53,255626.14,1
198703.73,48,885890.25,377471.19,0
192786.13,24,348460.28,5540.44,0
348686.54,48,1570050.86,647597.2,0
435658.04,60,1391019.13,438181.57,0
832639.68,60,3688607.11,2282938.5,0
128692.18,36,336275.56,223275.3,1
737576.59,60,1981094.09,1085587.95,0
536140.37,60,2214590.55,838878.99,0
295065.89,12,1253288.42,216717.22,0
497891.39,48,1147020.46,777326.47,1
306942.65,48,1505568.93,411525.15,0
600121.14,48,1077646.75,1170990.94,0
439505.48,48,764634.22,560331.02,0
172761.47,6,619222.85,483289.69,1
125417.24,48,505380.39,363118.22,0
551228.73,36,2680681.24,2140759.28,1
903388.9,36,2635465.68,1831983.55,0
350518.11,6,556805.0,313751.83,0
735670.11,48,2655870.02,624276.91,0
662074.74,24,1664413.57,1268891.72,0
932239.37,48,2810995.29,1971355.12,1
822771.21,36,2640802.01,508611.69,0
570939.21,12,985323.54,385586.64,0
660460.19,60,2114090.96,118483.23,0
899402.6,12,2691119.46,2052374.43,1
405523.6,24,1619622.7,742134.87,0
333526.76,48,1254004.15,245986.0,0
20702.97,6,44475.26,10403.63,1
828285.56,48,1840024.95,1443545.75,1
802970.89,24,1909883.63,940601.33,1
113409.97,24,241146.63,81157.05,1
581088.81,60,2208280.54,883039.21,0
469341.88,24,369979.04,29169.17,0
127522.0,12,482336.56,28948.98,0
980762.54,60,447679.21,212274.35,0
222548.93,48,653124.98,267522.1,0
76561.84,48,198603.78,57063.35,0
598898.91,6,2808092.14,1271760.11,0
741478.01,24,3626944.55,210873.31,0
42119.01,24,136411.54,103017.03,1
662130.46,36,1665722.75,391393.79,0
536968.96,60,2252814.46,129363.44,0
112232.36,36,220379.32,29884.19,0
180798.64,60,755658.55,57716.54,0
572294.55,12,2498820.74,357040.51,0
303394.04,60,587723.95,195949.07,0
938932.57,48,4618623.53,2727023.38,0
820552.83,6,4061156.39,5237395.12,1
983731.53,60,4700779.0,1639355.77,0
267074.13,60,864284.42,642168.36,0
970026.4,60,2290484.05,542059.98,0
436921.53,6,1545405.64,982531.51,0
354043.61,24,1051427.54,132746.4,0
59846.03,6,132907.28,18960.21,1
62237.61,24,185646.54,263744.52,0
695091.14,48,2657760.51,497750.17,0
463349.7,6,810026.36,1123492.22,1
234256.41,24,624753.18,25366.12,0
617830.6,48,965225.7,461202.26,0
260329.54,48,1073399.68,518863.71,0
581855.44,24,2177547.11,115019.65,0
365616.66,24,628623.91,368405.9,0
825316.7,12,4024724.12,1509746.61,0
822489.2,48,1298854.75,751333.83,1
482576.89,24,1720320.14,1138060.57,1
357310.92,48,1506882.38,389257.08,0
368934.2,6,1570787.94,608819.67,0
807657.38,36,1308403.32,272944.22,0
334897.69,36,1564793.7,252261.6,0
216968.78,60,146765.26,69.83,1
93841.46,24,325148.11,250658.37,1
472026.19,24,1504484.92,1689849.49,1
487310.78,48,807491.56,8442.99,0
842499.62,60,2920810.96,4257503.86,1
229026.31,24,671694.5,869936.25,0
387181.36,48,1628028.87,18152.75,0
810321.68,24,2360947.16,707367.38,1
825387.37,48,3212847.51,161769.45,0
390764.97,24,724841.08,22760.93,0
464532.78,12,248632.99,133144.24,1
310253.03,48,617088.83,447681.3,1
933229.33,12,1548544.06,507162.53,0
127457.33,12,432673.15,289638.48,0
934411.93,12,3998243.1,93608.34,1
687027.79,12,2498334.8,1554344.1,1
536256.43,6,1883516.04,94627.83,1
42332.47,60,164342.43,110232.94,0
480840.23,36,1292863.32,912623.27,0
413670.62,6,1144560.11,719675.45,1
169606.62,24,440967.94,289539.21,1
659845.51,24,2634354.85,1183319.67,0
971439.4,60,2006742.37,425244.67,0
566566.92,36,875679.31,450611.26,1
717605.74,36,2573827.58,905043.54,0
77765.95,36,373147.06,1593.06,0
423490.33,12,291612.83,111238.79,0
125194.9,6,530854.64,440281.36,1
616667.88,24,2377111.29,26402.4,0
939097.34,6,3043641.04,1512958.26,1
665159.96,6,2670200.45,1393912.79,1
86035.02,6,377208.88,47711.67,0
361119.54,36,825721.77,284757.87,1
555156.75,60,1485852.99,1146285.18,0
409175.68,60,934164.47,660782.53,0
835307.57,36,2574923.58,846267.02,0
816524.29,24,3754154.9,1050701.67,1
615712.71,24,1667488.46,165522.48,0
379723.37,24,1067263.46,30044.82,0
262783.01,60,1185489.14,282111.11,0
114815.58,60,75379.39,56702.39,1
361348.71,6,1219216.38,935005.78,1
419040.79,36,1891049.04,1229211.14,0
679064.7,12,2184444.92,613085.99,0
661578.23,6,2570530.04,295356.85,1
79407.06,48,142913.36,68087.75,1
401306.72,60,852861.45,441103.36,1
189961.08,6,553796.71,188101.96,1
165244.58,36,534060.03,295504.73,0
829029.13,48,4045718.49,2416691.77,1
51496.06,6,252190.66,157984.67,1
424991.05,36,1903615.58,1736989.07,0
176521.62,36,459767.49,291176.55,1
880536.91,60,4291824.09,87472.27,0
561470.11,12,2196860.18,2911560.57,1
239066.83,6,687386.57,948552.66,1
507403.01,36,2007216.39,434394.21,0
734171.5,24,1143714.06,83538.44,0
958536.83,36,391210.38,60212.68,0
228241.54,12,1005152.92,797695.98,1
887319.95,36,3335886.21,1108555.37,0
934961.07,60,2594219.14,1925461.4,0
917256.34,6,2983223.28,4417140.35,1
639060.21,60,2983131.48,486987.48,0
633522.45,6,2350699.86,1049001.42,0
409178.53,48,1183967.28,331068.07,0
754873.9,6,1450220.94,747055.46,1
535981.08,48,1355021.17,457505.64,1
680663.69,60,3351717.89,2176195.98,1
434173.32,24,1315879.79,454303.89,1
734181.5,12,2313727.57,1059408.07,0
826226.8,24,2681182.9,688684.78,0
154971.89,48,95271.44,53660.0,0
834600.42,36,3016036.43,1579761.78,0
544893.57,36,2140270.9,2629462.54,1
846219.25,24,2422681.2,534990.23,0
436988.69,36,699971.4,343884.4,0
385250.08,48,1833175.98,1383170.36,0
915910.13,60,4416470.0,5387303.77,1
258657.57,12,1247256.03,797362.42,0
845770.2,6,4062153.76,3257084.79,1
489180.37,48,2129571.8,895373.68,0
518954.49,48,2021891.41,1555536.73,1
315383.6,6,1405281.42,681139.68,1
577311.78,6,2079426.13,1381600.38,0
331959.08,12,654056.87,532303.39,1
48876.72,12,140240.19,28031.59,0
279278.62,12,1368334.59,760236.05,1
16315.25,36,44524.03,58023.24,1
978571.24,48,4440166.89,2988161.61,0
966089.74,60,1764311.87,279980.21,0
401203.74,6,1071070.94,271528.58,1
731087.15,48,1994651.86,824797.6,0
352348.04,48,592159.25,566971.08,0
674382.23,12,1292676.19,200431.11,0
807375.74,12,1756912.78,323289.3,0
947288.68,48,4198719.31,2548894.93,0
406210.15,12,699456.09,408659.97,1
785465.0,36,1999364.36,1342307.36,0
273269.17,6,419635.56,313192.42,0
990428.98,48,3897038.04,961044.25,1
35511.9,6,130366.34,89649.8,1
607493.52,36,2282619.19,1216201.04,0
662910.92,12,1863004.91,1427464.8,0
691165.1,24,1540563.72,335318.06,0
129183.7,36,519463.26,421932.01,1
939144.49,24,4074865.82,2295921.04,1
189371.45,6,375922.26,279208.22,1
626525.87,48,2007328.11,1324123.27,1
230449.32,12,546281.24,714885.12,0
314144.25,36,656050.69,203275.57,1
550993.96,12,2242621.78,1287744.53,0
423021.48,24,1431225.19,917238.53,0
168623.34,24,380523.63,229314.4,1
179227.04,60,463301.91,250854.19,0
423963.34,48,2070335.03,78061.99,0
759710.15,24,3396191.9,1792414.81,1
898985.0,48,4117183.73,1575381.58,0
93286.39,60,290124.62,223179.94,0
399172.87,36,95873.99,103532.26,1
109243.11,60,307922.14,149829.31,0
26426.56,48,46827.65,37239.41,0
665101.5,24,1931283.55,144595.65,0
606424.95,6,2170354.04,3003307.93,1
171388.92,48,429330.09,225339.72,0
241474.7,12,1078867.19,272078.44,0
33470.68,6,67907.01,18804.82,1
836597.73,48,2329884.36,1663807.59,0
974943.69,12,1888625.5,875346.05,0
144104.94,60,420341.5,34590.94,0
239160.46,6,101047.15,25129.42,0
869725.43,48,336239.32,20459.05,0
927199.16,36,383206.44,374202.62,0
425431.11,60,1350139.14,187148.94,0
60116.25,12,204571.83,140273.29,0
48997.92,36,120655.86,55725.06,0
578210.37,24,1925813.29,2521334.26,0
398966.16,60,1309213.91,315128.48,0
38365.9,60,100005.44,49309.7,1
587419.87,48,2587996.4,694614.75,0
21189.51,48,72250.8,64166.16,1
789498.24,12,2102389.61,1529467.07,1
313368.49,60,1509083.87,422586.91,0
49855.42,48,222250.15,59718.24,1
592468.7,24,2926236.88,4244493.68,1
403707.57,48,1583671.55,403844.51,0
974062.41,60,2750538.12,171541.92,0
548756.68,6,1362569.6,197240.08,1
282486.79,36,1079555.03,819425.67,0
712344.48,60,3513894.19,2623593.7,1
278777.08,24,1029663.92,185184.72,1
905200.86,60,4150936.4,1838040.86,0
380974.75,24,1010292.47,111025.57,0
554369.88,60,1621165.04,875011.03,0
60067.37,36,280632.55,41602.27,0
431860.03,36,1791801.71,71371.65,0
834039.9,24,4115933.63,4781281.23,1
807592.32,60,3401316.17,885431.67,0
232075.37,36,712426.13,61851.36,0
233818.28,12,785334.36,523914.74,1
819132.26,60,3810442.91,2324057.65,0
931094.44,36,3194364.89,1747339.19,1
104407.31,6,249939.7,182205.78,0
455558.05,6,1377912.47,539288.58,0
344079.74,12,1137908.16,1431844.56,1
871981.57,36,1603155.05,78678.25,0
92689.67,6,380321.41,96887.95,0
219014.68,60,412347.43,28643.58,0
754943.65,48,2202330.67,943495.09,0
60780.91,36,262341.26,3042.95,0
497610.03,12,62049.34,22028.18,1
447685.96,36,1990883.78,284234.96,0
341057.17,24,919689.52,270953.81,0
400626.59,24,1943730.86,1049667.65,0
534641.18,6,1193928.34,1305973.94,1
169753.68,24,277364.7,75740.51,0
576275.92,12,2624068.31,2079838.08,0
807378.01,6,3336658.78,1918751.56,0
762559.32,12,1762994.01,724748.1,0
162360.91,60,803133.77,372252.92,0
157756.98,12,513969.16,255003.8,1
275492.62,24,1330279.21,26153.71,0
367463.98,60,1200725.56,1300750.36,1
414371.03,24,1305915.6,678229.2,0
682900.24,12,2097859.21,611683.48,0
66113.63,24,176659.82,7835.79,1
44325.98,24,149287.92,35532.11,0
397991.46,24,1227382.31,127926.05,0
700192.06,36,1140342.64,835929.4,0
201500.99,60,485924.34,598390.67,1
645089.44,60,1448825.6,166546.79,0
267229.86,60,1212161.22,607214.05,0
887225.25,12,3190501.85,1332128.78,1
896733.04,48,3741969.1,1724097.16,0
304314.33,12,1475587.06,514623.56,0
237693.82,60,892335.27,333497.32,0
417190.93,6,2060562.31,1283808.71,0
248126.27,24,642938.38,113117.13,1
675660.0,24,1453976.5,1863274.82,1
827804.04,48,2410221.5,1846857.07,0
676361.21,6,2129048.43,323591.01,0
826106.94,36,3827985.76,899648.91,0
403022.24,12,1394372.94,213692.59,0
164753.8,36,415613.45,6814.56,0
740571.44,6,3035765.25,655312.25,0
366869.76,48,1199815.18,44601.88,0
674558.12,6,1394623.15,172581.97,0
277937.5,48,978025.72,283769.91,0
90417.34,36,424046.55,7029.41,1
992655.98,36,4416504.3,2660348.73,1
164639.49,6,585101.57,372400.3,0
988536.78,6,2787467.22,917441.99,1
977507.13,24,167130.02,131653.8,1
795879.92,48,2502064.4,1359109.2,0
662828.73,24,2738992.6,1629638.69,0
582028.98,12,1606957.58,247214.9,0
867440.53,12,2015987.21,1350610.83,1
296545.13,6,1411504.11,1067149.5,0
473004.4,36,2069604.71,391254.91,0
623196.07,12,2326992.11,1277917.6,1
417078.57,12,825290.76,493154.84,1
433211.59,24,252431.45,61627.44,1
336981.82,24,627213.67,238345.71,1
568589.5,12,2079353.6,162254.61,1
852068.78,6,1622739.25,224710.19,0
209513.09,24,932164.63,45915.09,0
935088.71,12,4652419.33,2084899.8,1
692196.78,36,1925842.79,963326.43,0
825040.48,24,2547596.68,1867122.57,1
560628.79,12,2237377.06,970457.49,0
781721.53,48,3736656.68,779052.18,0
26038.39,24,120540.25,5735.16,0
820196.62,48,1395623.11,988048.75,0
49737.47,24,104038.42,39855.71,1
891014.24,24,3689770.33,5483531.46,1
992043.12,60,3880005.52,45471.64,0
301126.79,60,592095.09,231219.73,0
218215.37,48,710776.78,185212.86,0
767709.73,6,3249601.06,78851.63,1
260496.08,12,590214.41,366250.61,0
866906.76,6,3943998.13,1618306.53,1
111814.17,6,188451.74,50230.72,1
134695.64,60,570797.4,367958.14,0
979360.04,12,3579919.54,1279960.0,0
677100.51,60,1762626.5,1859303.82,1
848418.35,60,3413410.94,2579030.3,0
331086.08,60,1403235.6,287026.5,0
679718.91,36,3241339.13,2153741.55,0
598299.41,6,232021.18,151540.53,0
607118.62,6,2368405.3,307653.82,1
685707.13,6,2474824.67,938458.82,1
579605.58,36,1934851.66,62223.25,0
434771.75,24,2007105.38,569298.06,0
283163.47,48,427884.24,250219.46,1
770895.52,48,1917518.29,363668.04,0
234009.71,36,791881.92,74201.19,0
695430.76,6,1477113.3,599263.15,0
240999.49,48,1127283.04,484268.52,0
629076.87,36,2369470.19,1281085.21,0
749607.48,60,2378197.56,1444303.63,0
226526.75,12,47435.43,26404.82,0
69343.87,48,46107.04,31183.56,0
139664.01,12,482579.03,86055.99,1
609937.0,6,920778.27,419703.07,0
850951.94,48,2365605.42,681474.82,0
54546.85,36,108317.32,83370.75,1
736809.75,24,2883807.33,1015745.05,0
347905.46,48,1105154.52,848505.75,0
483743.09,48,1236520.6,760772.42,0
929570.95,48,2916448.16,1676290.09,1
338651.79,48,756448.06,297473.93,0
470683.56,36,2230006.08,790988.75,0
23545.59,36,39766.25,16751.08,1
90782.73,24,411151.32,96582.1,0
266005.68,36,875093.72,633224.77,1
37573.72,36,137757.01,87539.69,1
635061.57,6,1625198.56,1041941.91,0
432134.37,6,2110302.98,731268.26,0
552663.75,12,1374186.45,78151.58,0
182900.71,24,651322.78,355923.05,0
302972.71,6,1507882.59,451657.38,0
667186.23,24,3058268.52,2129607.7,0
965649.7,24,281136.32,175505.18,1
59912.61,48,297544.64,34593.29,0
891480.48,60,3525622.11,1697137.83,0
581112.39,60,1296142.98,717766.58,1
568280.37,60,1659143.83,754097.57,0
505275.75,24,1349453.42,554940.78,1
78700.15,48,47980.1,8746.31,1
98978.08,12,411906.93,77737.33,0
604902.89,12,2144332.5,1317491.85,1
347548.99,60,567660.28,8487.56,0
918095.39,12,4196678.01,2615067.79,1
412524.63,48,1047311.96,441378.09,0
151848.64,60,757688.58,567492.17,0
717571.65,48,3472808.23,2770805.18,1
300419.89,12,1439569.31,764105.61,0
530215.6,60,2300577.18,758743.6,0
700854.46,48,1592444.12,605238.21,1
901261.47,36,707992.63,115666.41,0
794269.28,36,1814952.32,144084.45,0
679597.46,48,1637057.92,757975.36,0
682836.85,48,2484386.61,1600928.99,0
946465.4,6,543068.04,113725.62,0
302865.86,6,1481954.45,497525.08,1
11100.97,24,52345.03,23231.72,0
279235.01,60,790985.24,574507.02,0
225712.47,24,745749.16,82707.3,0
665216.24,24,2083070.09,394755.39,0
637374.48,12,2924082.41,2148686.99,0
597526.77,36,2336393.35,73896.56,0
26081.01,12,64508.49,69891.03,0
731490.27,60,2241245.51,2672154.99,0
330295.11,48,66776.13,20473.8,0
